"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
780277458,"Existing Customer",52,"F",2,"Graduate","Single","Less than $40K","Blue",38,2,2,3,2904,2517,387,0.586,4503,89,0.712,0.867,0.00019143,0.99981
797232183,"Existing Customer",42,"F",4,"Unknown","Married","Less than $40K","Blue",36,2,1,1,2676,1962,714,0.668,5020,75,0.786,0.733,3.8289e-05,0.99996
720789933,"Existing Customer",46,"F",4,"Graduate","Married","Unknown","Blue",32,2,1,1,5798,680,5118,0.708,5027,82,0.64,0.117,3.4833e-05,0.99997
808281483,"Existing Customer",46,"F",2,"Unknown","Single","Less than $40K","Blue",41,2,3,3,2665,2157,508,0.637,4249,76,1.235,0.809,0.00033251,0.99967
712968708,"Existing Customer",55,"F",1,"High School","Single","$40K - $60K","Blue",47,2,3,1,2343,1780,563,0.792,5167,78,0.773,0.76,9.8983e-05,0.9999
711263058,"Existing Customer",29,"F",1,"Unknown","Single","Less than $40K","Blue",36,1,1,2,2763,1879,884,0.701,4660,80,0.778,0.68,5.6825e-05,0.99994
788813658,"Existing Customer",62,"F",0,"Graduate","Single","Unknown","Blue",45,2,2,3,10503,0,10503,0.886,4755,88,0.725,0,0.00016428,0.99984
721444758,"Existing Customer",47,"F",2,"College","Married","Less than $40K","Blue",36,1,3,3,2780,2216,564,0.826,4980,78,0.857,0.797,0.00029411,0.99971
711448983,"Attrited Customer",47,"F",2,"Graduate","Married","Less than $40K","Blue",34,2,2,2,2234,2024,210,0.717,2313,37,0.321,0.906,0.99129,0.00871
712664658,"Attrited Customer",35,"F",1,"Graduate","Single","Less than $40K","Blue",30,2,2,2,1649,0,1649,0.683,2549,54,0.588,0,0.99073,0.00927
714237033,"Attrited Customer",42,"F",4,"Uneducated","Married","Unknown","Blue",36,6,2,3,5557,2246,3311,0.518,2299,39,0.444,0.404,0.99518,0.00481999
718370733,"Existing Customer",48,"F",2,"Uneducated","Married","Unknown","Blue",35,2,3,3,6074,0,6074,0.782,4504,90,0.765,0,0.00031104,0.99969
713726958,"Attrited Customer",40,"F",3,"Doctorate","Married","Less than $40K","Blue",21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0,0.99418,0.00582
794160408,"Existing Customer",46,"F",3,"Graduate","Married","Unknown","Blue",40,1,1,1,3044,1973,1071,0.946,4747,73,1.028,0.648,3.4465e-05,0.99997
716009883,"Existing Customer",41,"F",1,"Graduate","Single","$40K - $60K","Blue",28,1,3,1,8482,585,7897,0.624,4245,74,0.897,0.069,0.00010182,0.9999
711873033,"Attrited Customer",35,"F",3,"Unknown","Single","Unknown","Blue",29,4,2,3,1438.3,0,1438.3,0.748,2549,56,0.75,0,0.99544,0.00455805
712715208,"Attrited Customer",52,"M",1,"High School","Single","$80K - $120K","Blue",44,1,3,2,3770,0,3770,0.544,2387,51,0.5,0,0.99395,0.00605
778899708,"Attrited Customer",56,"F",2,"Unknown","Single","$40K - $60K","Blue",37,2,2,3,2963,0,2963,0.902,2919,47,0.382,0,0.99527,0.00472896
771865908,"Attrited Customer",48,"F",2,"Graduate","Single","Unknown","Blue",37,4,2,3,11750,487,11263,0.772,2532,48,0.548,0.041,0.9948,0.0052
716273133,"Existing Customer",41,"F",3,"Graduate","Married","Less than $40K","Blue",36,2,2,3,1593,0,1593,0.61,4853,78,0.592,0,0.00019864,0.9998
709927458,"Existing Customer",38,"M",3,"Graduate","Single","$40K - $60K","Blue",20,1,3,3,10486,1544,8942,0.716,4042,77,0.925,0.147,0.0003139,0.99969
715162608,"Attrited Customer",48,"F",2,"Graduate","Single","Less than $40K","Blue",41,4,2,3,2168,1323,845,0.687,2499,38,0.407,0.61,0.9948,0.0052
719862258,"Existing Customer",38,"F",2,"Uneducated","Single","Unknown","Blue",28,2,3,3,5666,1393,4273,0.84,5015,90,0.915,0.246,0.00031104,0.99969
788719533,"Existing Customer",53,"M",4,"Post-Graduate","Married","$80K - $120K","Blue",34,1,2,3,13679,0,13679,0.908,4060,61,1.346,0,0.00023623,0.99976
715566408,"Existing Customer",45,"F",3,"Doctorate","Married","Less than $40K","Blue",36,1,2,2,2143,1479,664,0.708,4404,77,0.75,0.69,0.00017091,0.99983
717359208,"Existing Customer",57,"F",0,"College","Married","Less than $40K","Blue",47,2,3,1,4945,1779,3166,0.536,4037,72,0.756,0.36,9.0501e-05,0.99991
721410858,"Existing Customer",54,"F",4,"High School","Single","Less than $40K","Blue",36,1,3,0,1921,1334,587,0.694,4512,90,0.765,0.694,6.765e-05,0.99993
779420583,"Existing Customer",45,"F",4,"Graduate","Single","Less than $40K","Blue",33,2,1,3,3001,2055,946,0.838,4662,70,0.628,0.685,9.7154e-05,0.9999
714222183,"Existing Customer",38,"F",3,"Graduate","Single","$40K - $60K","Blue",36,1,1,1,2132,1084,1048,0.767,4874,78,0.66,0.508,3.4465e-05,0.99997
709079883,"Attrited Customer",45,"F",4,"Doctorate","Married","Less than $40K","Blue",36,5,3,3,1663,1012,651,0.886,2729,38,0.52,0.609,0.99783,0.00217267
721406658,"Attrited Customer",32,"F",0,"Unknown","Divorced","Less than $40K","Blue",36,6,3,3,1732,0,1732,0.683,2479,43,0.536,0,0.99651,0.0034913
713782608,"Existing Customer",46,"F",4,"Graduate","Single","$40K - $60K","Blue",36,1,3,1,2652,2386,266,0.766,5329,83,0.729,0.9,0.00011377,0.99989
720236433,"Existing Customer",41,"M",4,"College","Married","$80K - $120K","Blue",22,1,2,3,5037,1670,3367,0.787,4379,67,0.811,0.332,0.00019519,0.9998
785106933,"Existing Customer",51,"F",1,"Unknown","Single","Unknown","Blue",45,2,2,3,6519,2178,4341,0.739,4505,71,0.732,0.334,0.00019751,0.9998
716673258,"Existing Customer",60,"F",1,"Unknown","Single","Less than $40K","Blue",36,1,1,3,2347,1488,859,0.621,3977,83,0.886,0.634,9.5577e-05,0.9999
708341958,"Existing Customer",31,"F",1,"College","Divorced","Less than $40K","Blue",21,2,2,3,2061,1904,157,0.786,4480,86,0.87,0.924,0.0001747,0.99983
797150733,"Attrited Customer",44,"M",3,"Unknown","Single","$40K - $60K","Blue",38,5,2,2,1643,0,1643,0.6,1754,39,0.56,0,0.99236,0.00764
718279983,"Existing Customer",49,"F",1,"College","Married","Unknown","Blue",36,1,3,2,5039,2489,2550,0.875,4770,74,0.947,0.494,0.00016415,0.99984
718548558,"Existing Customer",53,"F",3,"Unknown","Single","Less than $40K","Blue",42,1,1,3,2915,2041,874,0.927,4272,70,0.75,0.7,0.00010566,0.99989
780360558,"Existing Customer",33,"F",1,"Graduate","Married","Less than $40K","Blue",20,2,2,2,1507,0,1507,0.723,4698,87,0.851,0,0.00010684,0.99989
715012833,"Existing Customer",46,"F",1,"High School","Married","Less than $40K","Blue",36,1,3,3,3073,2517,556,0.841,4858,77,0.974,0.819,0.00027604,0.99972
772388508,"Existing Customer",43,"F",3,"Graduate","Married","Unknown","Blue",32,2,3,3,8314,1349,6965,0.531,5028,80,0.702,0.162,0.0003139,0.99969
788199858,"Existing Customer",42,"F",3,"High School","Unknown","Unknown","Blue",34,1,3,1,2798,1049,1749,0.89,5758,87,0.706,0.375,0.00010943,0.99989
769578108,"Existing Customer",40,"M",4,"Unknown","Single","$60K - $80K","Blue",26,2,2,3,20929,1652,19277,0.523,4001,76,0.689,0.079,0.00022068,0.99978
719843958,"Existing Customer",46,"M",2,"Graduate","Married","$120K +","Blue",34,2,3,3,1754,894,860,0.691,4874,79,0.837,0.51,0.00030251,0.9997
767197983,"Existing Customer",52,"F",2,"High School","Single","Less than $40K","Blue",45,1,1,1,4209,0,4209,0.856,5938,83,0.694,0,3.2288e-05,0.99997
711874833,"Existing Customer",45,"M",3,"College","Divorced","$40K - $60K","Blue",37,1,3,2,2449,0,2449,0.706,5497,88,0.63,0,0.00018146,0.99982
714930333,"Attrited Customer",39,"M",3,"College","Married","$80K - $120K","Blue",30,2,3,3,4618,0,4618,0.717,2476,49,0.75,0,0.99674,0.00326498
720989133,"Existing Customer",41,"F",2,"College","Married","Less than $40K","Blue",36,2,1,2,1654,1093,561,0.65,4596,82,0.822,0.661,5.3547e-05,0.99995
720893958,"Existing Customer",49,"F",4,"Uneducated","Single","Less than $40K","Blue",36,1,3,3,1544,999,545,0.786,4215,53,1.12,0.647,0.0003262,0.99967
769709058,"Existing Customer",60,"M",1,"Uneducated","Single","$60K - $80K","Blue",54,1,2,1,3618,972,2646,0.578,4228,63,0.465,0.269,6.6245e-05,0.99993
711005583,"Existing Customer",37,"M",3,"High School","Single","$80K - $120K","Blue",24,1,2,3,3437,1064,2373,0.851,5110,76,0.854,0.31,0.00019311,0.99981
826548708,"Existing Customer",50,"M",2,"Graduate","Single","$80K - $120K","Blue",46,2,3,2,5965,622,5343,0.728,4637,91,0.655,0.104,0.00017987,0.99982
711093408,"Existing Customer",46,"F",2,"Doctorate","Married","Less than $40K","Blue",33,2,3,1,2644,1517,1127,0.721,4815,83,0.804,0.574,0.00015697,0.99984
712831908,"Existing Customer",59,"F",1,"College","Married","$40K - $60K","Blue",49,2,2,1,3481,603,2878,0.692,4556,81,0.473,0.173,6.2639e-05,0.99994
780222408,"Existing Customer",49,"F",5,"Graduate","Unknown","Less than $40K","Blue",36,1,3,2,3272,2085,1187,0.417,4444,83,0.627,0.637,0.0001857,0.99981
714181008,"Existing Customer",35,"F",0,"Graduate","Married","Less than $40K","Blue",36,1,2,2,3019,1462,1557,0.718,4509,71,0.732,0.484,9.7673e-05,0.9999
772346358,"Existing Customer",52,"F",3,"Uneducated","Single","Less than $40K","Blue",41,2,1,2,1801,0,1801,0.516,5047,79,0.756,0,5.8763e-05,0.99994
717489033,"Attrited Customer",27,"F",0,"High School","Single","Less than $40K","Blue",18,6,1,4,1438.3,0,1438.3,0.781,2641,40,0.6,0,0.99247,0.00753
710969433,"Existing Customer",41,"F",1,"Uneducated","Married","Less than $40K","Blue",31,2,2,2,2909,1201,1708,0.729,4230,68,0.659,0.413,0.00010985,0.99989
715807383,"Existing Customer",45,"F",4,"Post-Graduate","Single","$40K - $60K","Blue",36,1,3,3,4688,0,4688,0.593,5248,89,0.745,0,0.00037329,0.99963
711807333,"Existing Customer",37,"F",2,"College","Single","Less than $40K","Blue",26,1,1,2,1438.3,0,1438.3,0.587,3948,84,0.68,0,5.3547e-05,0.99995
816086508,"Existing Customer",47,"F",2,"Unknown","Married","Less than $40K","Blue",42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0,0.00033251,0.99967
714424533,"Attrited Customer",41,"F",4,"Graduate","Married","Less than $40K","Blue",36,6,2,2,1655,0,1655,0.496,2156,37,0.194,0,0.99169,0.00831
779536233,"Existing Customer",47,"F",4,"Graduate","Divorced","$40K - $60K","Blue",30,1,1,1,1438.3,601,837.3,1,4669,83,0.729,0.418,3.4833e-05,0.99997
710794983,"Existing Customer",41,"F",3,"High School","Single","Unknown","Blue",32,2,1,1,4745,1157,3588,0.965,4705,78,0.902,0.244,3.3505e-05,0.99997
779890833,"Existing Customer",51,"F",2,"High School","Divorced","Less than $40K","Blue",36,2,1,1,1438.3,0,1438.3,0.765,4866,65,0.625,0,3.2288e-05,0.99997
779837808,"Existing Customer",53,"F",2,"High School","Married","$40K - $60K","Blue",37,1,4,3,5182,2500,2682,0.869,5012,85,0.809,0.482,0.00035539,0.99964
713748708,"Attrited Customer",46,"F",3,"Graduate","Single","Less than $40K","Blue",37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0,0.99706,0.00294141
709123908,"Existing Customer",43,"F",2,"Graduate","Married","$40K - $60K","Blue",36,2,3,2,4287,0,4287,0.807,4874,82,0.708,0,0.00017987,0.99982
816476658,"Attrited Customer",54,"F",2,"Unknown","Married","Unknown","Blue",49,2,4,3,1812,1798,14,0.735,2921,44,0.692,0.992,0.99752,0.00248146
743800833,"Existing Customer",53,"F",3,"College","Married","$40K - $60K","Blue",46,2,1,1,2304,1144,1160,0.772,4505,85,1.179,0.497,3.3508e-05,0.99997
806415183,"Existing Customer",51,"F",0,"Doctorate","Married","Unknown","Blue",46,1,3,3,13623,1432,12191,0.594,4534,83,0.886,0.105,0.00037564,0.99962
794054058,"Existing Customer",50,"F",2,"Graduate","Single","Less than $40K","Blue",44,1,1,1,2765,0,2765,0.465,4010,59,0.513,0,3.3214e-05,0.99997
771907158,"Existing Customer",54,"M",5,"Unknown","Married","$120K +","Blue",42,1,1,3,3731,1903,1828,0.915,4667,88,0.725,0.51,0.00010512,0.99989
815789883,"Existing Customer",46,"F",3,"College","Single","Less than $40K","Blue",41,1,3,2,2485,861,1624,0.566,4728,81,0.761,0.346,0.00018146,0.99982
712177908,"Existing Customer",50,"F",4,"College","Single","Less than $40K","Blue",36,1,3,1,2446,1763,683,0.598,4310,75,0.875,0.721,0.00011061,0.99989
711234783,"Attrited Customer",44,"F",4,"Unknown","Married","Less than $40K","Blue",28,5,2,3,2020,0,2020,0.716,2621,45,0.552,0,0.99549,0.00451007
793379058,"Existing Customer",48,"F",3,"Graduate","Single","Less than $40K","Blue",42,2,2,1,2214,1025,1189,0.567,5084,82,0.745,0.463,7.1226e-05,0.99993
720480183,"Existing Customer",45,"F",3,"Unknown","Divorced","Less than $40K","Blue",34,1,2,1,1811,787,1024,0.585,4882,80,1.162,0.435,7.8291e-05,0.99992
712974558,"Existing Customer",56,"F",2,"College","Single","Less than $40K","Blue",43,1,3,1,5254,0,5254,0.651,4546,89,0.712,0,0.00010546,0.99989
717409533,"Attrited Customer",36,"F",2,"Post-Graduate","Single","Less than $40K","Blue",26,1,2,3,1821,1486,335,0.827,2824,43,0.387,0.816,0.99558,0.00441892
712200033,"Existing Customer",44,"F",4,"High School","Single","Less than $40K","Blue",36,1,3,3,3024,0,3024,0.75,4983,78,0.733,0,0.00030842,0.99969
713563383,"Existing Customer",50,"F",3,"Unknown","Single","Less than $40K","Blue",36,1,3,3,1930,952,978,0.67,3862,80,0.818,0.493,0.00034503,0.99965
802795608,"Existing Customer",54,"F",2,"High School","Single","Less than $40K","Blue",48,1,3,2,1517,556,961,0.622,4981,82,0.864,0.367,0.00017486,0.99983
787452333,"Attrited Customer",39,"F",1,"High School","Married","Less than $40K","Blue",25,2,2,1,2024,0,2024,0.801,2870,36,0.5,0,0.98429,0.01571
709520058,"Attrited Customer",53,"M",5,"Uneducated","Married","$120K +","Blue",38,4,2,2,19138,0,19138,0.482,2028,43,0.303,0,0.99179,0.00821
819690933,"Existing Customer",56,"M",1,"Graduate","Single","$80K - $120K","Blue",51,2,3,1,16835,897,15938,0.767,4059,80,0.778,0.053,0.00010182,0.9999
820694133,"Attrited Customer",60,"F",0,"High School","Married","Unknown","Blue",55,4,1,3,5549,0,5549,0.703,2412,38,0.52,0,0.98723,0.01277
711800658,"Attrited Customer",42,"F",3,"High School","Single","Less than $40K","Blue",36,2,3,3,2145,0,2145,0.577,2465,42,0.355,0,0.99673,0.00326528
717722958,"Existing Customer",43,"M",3,"Uneducated","Married","$80K - $120K","Blue",36,1,3,2,4654,1349,3305,0.81,4277,71,0.69,0.29,0.00019191,0.99981
712279683,"Attrited Customer",44,"M",3,"Graduate","Married","$60K - $80K","Blue",36,2,3,3,9114,0,9114,0.654,2740,52,0.625,0,0.99683,0.00317458
716606733,"Existing Customer",33,"F",1,"Graduate","Single","$40K - $60K","Blue",18,2,2,3,3043,2054,989,0.735,4833,85,0.667,0.675,0.00017969,0.99982
716060358,"Existing Customer",53,"F",2,"Graduate","Married","$40K - $60K","Blue",45,2,2,2,4621,913,3708,0.917,4952,82,0.745,0.198,0.00011382,0.99989
709158333,"Existing Customer",44,"M",4,"Graduate","Single","$60K - $80K","Blue",28,2,2,1,2758,461,2297,0.58,4244,96,0.778,0.167,7.1987e-05,0.99993
721113333,"Existing Customer",54,"F",0,"Graduate","Married","Less than $40K","Blue",36,1,2,3,1740,0,1740,0.811,4751,93,0.86,0,0.00016428,0.99984
712620858,"Existing Customer",34,"F",4,"Doctorate","Married","Unknown","Blue",36,1,2,2,7744,1804,5940,0.942,4572,60,0.935,0.233,0.00017274,0.99983
712855683,"Existing Customer",50,"F",2,"Post-Graduate","Married","Less than $40K","Blue",36,1,2,2,3350,1335,2015,0.781,4906,89,0.561,0.399,0.00013393,0.99987
715463133,"Existing Customer",40,"M",5,"High School","Single","$120K +","Blue",31,1,1,3,34516,1427,33089,0.706,3699,64,0.488,0.041,9.2974e-05,0.99991
716551533,"Existing Customer",47,"F",1,"High School","Single","Unknown","Blue",36,2,1,3,2874,2201,673,0.718,4779,86,0.792,0.766,8.453e-05,0.99992
771220758,"Existing Customer",40,"F",3,"Doctorate","Single","Unknown","Blue",27,1,1,2,2896,2100,796,0.728,4614,83,0.694,0.725,8.2704e-05,0.99992
709920258,"Existing Customer",41,"F",3,"Graduate","Divorced","$40K - $60K","Blue",28,1,1,3,9294,1764,7530,1.026,4531,73,0.738,0.19,9.6126e-05,0.9999
708959583,"Existing Customer",47,"M",2,"High School","Married","$60K - $80K","Blue",39,1,2,2,9389,727,8662,0.533,3415,84,0.556,0.077,0.00011065,0.99989
712510833,"Existing Customer",44,"M",3,"College","Married","$40K - $60K","Blue",30,2,3,3,9317,847,8470,0.765,4121,81,0.723,0.091,0.00030519,0.99969
710840433,"Existing Customer",34,"M",1,"College","Unknown","$40K - $60K","Blue",20,2,1,3,7452,1656,5796,0.6,3339,51,0.962,0.222,8.4537e-05,0.99992
712853358,"Attrited Customer",39,"F",3,"High School","Unknown","Less than $40K","Blue",36,2,3,2,1817,0,1817,0.583,2216,44,0.833,0,0.99452,0.00548
788502858,"Existing Customer",58,"M",3,"High School","Single","$80K - $120K","Blue",51,2,2,1,10021,1952,8069,0.699,4431,68,0.581,0.195,6.9242e-05,0.99993
721139808,"Existing Customer",42,"F",3,"Graduate","Single","Less than $40K","Blue",36,1,2,1,2344,1081,1263,0.619,3889,80,0.86,0.461,7.1226e-05,0.99993
711375558,"Existing Customer",48,"F",2,"Uneducated","Single","$40K - $60K","Blue",34,2,3,1,3072,1734,1338,0.754,4540,78,0.857,0.564,0.00011153,0.99989
713798958,"Existing Customer",38,"F",3,"Unknown","Single","Less than $40K","Blue",36,2,3,1,1946,1430,516,0.564,4643,87,0.812,0.735,0.00012373,0.99988
709362033,"Attrited Customer",52,"F",1,"Graduate","Married","Less than $40K","Blue",42,1,5,3,1471,0,1471,0.624,2253,48,0.455,0,0.99686,0.00314223
719860308,"Attrited Customer",42,"F",2,"Graduate","Married","Less than $40K","Blue",36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0,0.99671,0.00329379
714443058,"Attrited Customer",43,"F",4,"College","Married","Less than $40K","Blue",28,5,2,4,1484,0,1484,0.2,1664,39,0.5,0,0.99701,0.00299329
716315508,"Attrited Customer",37,"F",3,"Post-Graduate","Married","$40K - $60K","Blue",36,2,2,5,3233,2517,716,0,1339,32,0,0.779,0.99855,0.00144667
717651333,"Existing Customer",55,"F",2,"Graduate","Single","Less than $40K","Blue",43,1,3,1,1745,1168,577,0.701,4562,67,0.634,0.669,0.00010848,0.99989
798489258,"Existing Customer",59,"F",1,"Uneducated","Divorced","Unknown","Blue",53,1,3,1,3709,1197,2512,0.824,5557,82,1,0.323,0.00010469,0.9999
710742408,"Existing Customer",53,"F",2,"College","Married","Less than $40K","Blue",43,2,1,3,2160,2057,103,0.858,4518,93,0.788,0.952,9.0064e-05,0.99991
812089383,"Existing Customer",41,"M",5,"Unknown","Single","$80K - $120K","Blue",36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62,0.00021724,0.99978
711968358,"Existing Customer",55,"F",4,"Graduate","Single","Less than $40K","Blue",44,1,2,1,2638,1423,1215,0.551,4153,77,0.925,0.539,7.1987e-05,0.99993
794227308,"Existing Customer",56,"M",2,"College","Married","$80K - $120K","Blue",50,1,1,3,10214,1433,8781,0.64,4493,79,0.881,0.14,9.0064e-05,0.99991
719845908,"Existing Customer",52,"F",3,"Uneducated","Single","Less than $40K","Blue",36,2,1,3,3240,0,3240,0.812,4803,83,0.804,0,9.8837e-05,0.9999
716851908,"Existing Customer",58,"F",5,"Unknown","Married","$40K - $60K","Blue",47,1,3,3,2038,1099,939,0.809,4784,70,0.75,0.539,0.00034328,0.99966
720599658,"Existing Customer",49,"M",1,"Unknown","Married","$40K - $60K","Blue",36,2,2,1,1438.3,0,1438.3,0.57,5104,75,0.63,0,7.0819e-05,0.99993
720401658,"Attrited Customer",53,"F",3,"Graduate","Single","Less than $40K","Blue",34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,0.99892,0.0010775
827442858,"Existing Customer",56,"M",3,"High School","Divorced","$80K - $120K","Blue",52,2,3,1,8111,2051,6060,0.999,3719,69,0.643,0.253,0.00010943,0.99989
779034708,"Existing Customer",60,"F",0,"Doctorate","Married","Unknown","Blue",41,1,3,1,10730,970,9760,0.645,4939,71,0.972,0.09,0.0001347,0.99987
718806783,"Attrited Customer",46,"F",3,"Uneducated","Married","Unknown","Blue",36,2,3,1,2872,357,2515,0.869,2629,41,0.64,0.124,0.99143,0.00857
714484008,"Attrited Customer",49,"F",4,"Uneducated","Married","Less than $40K","Blue",31,4,3,2,1567,0,1567,0.424,2138,41,0.577,0,0.99487,0.00513
719176308,"Attrited Customer",43,"M",3,"College","Divorced","$80K - $120K","Blue",32,6,3,2,7278,0,7278,0.618,2120,43,0.593,0,0.99452,0.00548
769662033,"Existing Customer",45,"F",2,"College","Unknown","Less than $40K","Blue",29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0,0.00018612,0.99981
721020858,"Existing Customer",34,"F",1,"College","Single","Unknown","Blue",20,2,2,2,3190,1959,1231,0.622,4220,66,0.61,0.614,0.00010387,0.9999
714630858,"Attrited Customer",36,"F",1,"Uneducated","Unknown","Less than $40K","Blue",36,2,3,2,1470,458,1012,0.543,2383,39,0.444,0.312,0.99427,0.00573
710838108,"Existing Customer",45,"M",2,"Graduate","Married","$80K - $120K","Blue",36,1,4,1,3081,2517,564,0.572,4317,72,0.714,0.817,0.0001311,0.99987
712662783,"Attrited Customer",43,"F",2,"College","Married","Unknown","Blue",36,1,2,6,3793,2517,1276,0.512,2577,57,0.629,0.664,0.99896,0.00103551
713160258,"Existing Customer",54,"F",2,"Graduate","Married","Less than $40K","Blue",44,1,2,3,3034,2033,1001,0.642,4349,90,0.731,0.67,0.00019143,0.99981
778163508,"Existing Customer",37,"F",2,"High School","Married","Unknown","Blue",27,2,1,2,5245,1044,4201,0.673,4938,70,0.892,0.199,5.3542e-05,0.99995
713785608,"Existing Customer",49,"F",1,"Doctorate","Single","Less than $40K","Blue",40,1,2,3,2960,0,2960,0.962,4918,63,0.75,0,0.00026001,0.99974
779905008,"Attrited Customer",54,"F",4,"Graduate","Unknown","$40K - $60K","Blue",38,2,2,1,1779,0,1779,0.856,2660,41,0.323,0,0.9863,0.0137
789491058,"Existing Customer",43,"F",4,"Graduate","Married","Less than $40K","Blue",34,2,3,1,1620,0,1620,0.73,4570,82,0.952,0,0.00011377,0.99989
793736958,"Existing Customer",49,"M",3,"High School","Single","$120K +","Blue",43,1,2,1,21680,1587,20093,0.605,4410,86,0.72,0.073,6.9242e-05,0.99993
720961383,"Attrited Customer",47,"F",3,"Uneducated","Single","Unknown","Blue",36,2,3,4,2952,0,2952,0.82,2907,60,0.875,0,0.99819,0.00181217
714202008,"Attrited Customer",53,"F",2,"High School","Married","Less than $40K","Blue",36,6,3,2,3918,2517,1401,0.47,2115,42,0.448,0.642,0.99431,0.00569
721479108,"Existing Customer",52,"M",1,"Uneducated","Single","$120K +","Blue",41,1,1,3,12764,0,12764,0.71,3332,64,0.882,0,8.9404e-05,0.99991
715549158,"Existing Customer",29,"F",1,"Graduate","Married","Less than $40K","Blue",36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0,3.941e-05,0.99996
710308983,"Existing Customer",50,"F",3,"Graduate","Unknown","Less than $40K","Blue",39,1,1,3,3287,2517,770,0.586,4148,83,0.66,0.766,9.6126e-05,0.9999
710981583,"Existing Customer",44,"F",5,"Unknown","Single","$40K - $60K","Blue",36,2,1,2,3891,1015,2876,0.755,5131,86,0.72,0.261,6.2502e-05,0.99994
712704933,"Attrited Customer",49,"F",4,"High School","Unknown","$40K - $60K","Blue",43,4,3,3,4048,0,4048,0.601,2227,41,0.464,0,0.99677,0.00323086
716165508,"Existing Customer",51,"M",2,"Uneducated","Married","$60K - $80K","Blue",40,2,1,1,3559,0,3559,0.585,4498,94,0.649,0,3.415e-05,0.99997
710630583,"Existing Customer",47,"M",3,"High School","Single","$60K - $80K","Blue",39,2,1,1,2843,1752,1091,0.624,3738,77,0.604,0.616,3.3505e-05,0.99997
709571958,"Existing Customer",58,"F",2,"Graduate","Single","Less than $40K","Blue",47,1,1,2,2127,0,2127,0.735,4401,65,0.667,0,5.5077e-05,0.99994
790115358,"Existing Customer",39,"F",2,"Unknown","Single","Less than $40K","Blue",32,2,1,2,4325,2418,1907,0.796,4588,77,0.791,0.559,6.054e-05,0.99994
715904433,"Attrited Customer",42,"F",4,"College","Married","$40K - $60K","Blue",34,1,3,2,1695,0,1695,0.453,2055,46,0.314,0,0.99458,0.00542
709078908,"Existing Customer",48,"F",3,"High School","Single","Less than $40K","Blue",32,1,2,3,2648,1539,1109,0.94,4926,89,0.816,0.581,0.00019311,0.99981
717541308,"Existing Customer",61,"F",2,"Graduate","Single","Less than $40K","Blue",45,2,2,3,2602,1441,1161,0.704,4838,85,0.735,0.554,0.00019143,0.99981
779916408,"Existing Customer",39,"F",4,"Graduate","Single","Unknown","Blue",23,1,3,2,1811,0,1811,0.835,4934,70,0.628,0,0.00018864,0.99981
714979383,"Existing Customer",56,"M",3,"Graduate","Single","$60K - $80K","Blue",46,1,2,2,1891,1134,757,0.636,5255,77,0.833,0.6,0.00011811,0.99988
711691608,"Attrited Customer",46,"F",4,"Graduate","Single","Less than $40K","Blue",36,2,3,3,2881,2450,431,0.629,2450,49,0.531,0.85,0.99686,0.00314112
788930358,"Existing Customer",42,"F",4,"College","Single","$40K - $60K","Blue",28,2,2,2,2827,1896,931,0.739,3891,81,1.025,0.671,0.00011605,0.99988
716351208,"Existing Customer",48,"F",3,"Uneducated","Married","Less than $40K","Blue",38,1,3,2,4095,2517,1578,0.57,4175,77,1.026,0.615,0.00019191,0.99981
708266883,"Attrited Customer",34,"F",2,"Graduate","Single","Less than $40K","Blue",36,1,2,3,1666,0,1666,0.713,2312,35,0.25,0,0.9948,0.0052
718858683,"Existing Customer",42,"F",1,"Graduate","Married","Less than $40K","Blue",36,2,3,2,1438.3,0,1438.3,0.665,4511,76,0.767,0,0.00016883,0.99983
771617883,"Existing Customer",54,"F",2,"High School","Single","$40K - $60K","Blue",42,1,2,2,2205,1313,892,0.929,4904,82,0.673,0.595,0.00011065,0.99989
718001508,"Existing Customer",41,"F",3,"Graduate","Married","Less than $40K","Blue",29,1,1,2,2890,2150,740,0.657,4377,84,0.867,0.744,5.7151e-05,0.99994
708995283,"Existing Customer",50,"F",1,"Graduate","Unknown","Unknown","Blue",36,1,1,3,10417,2290,8127,1.122,4871,75,1.027,0.22,8.6952e-05,0.99991
